ID,Terms,Start,End,First Name,Last Name
M000633,sen,12/12/1808,03/03/1809,Return,Meigs
M000633,sen,04/03/1809,08/12/1810,Return,Meigs
M000043,rep,04/03/1789,03/03/1791,James,Madison
M000043,rep,24/10/1791,03/03/1793,James,Madison
M000043,rep,02/12/1793,03/03/1795,James,Madison
M000043,rep,07/12/1795,03/03/1797,James,Madison
A000136,rep,22/05/1809,03/03/1811,Joseph,Allen
A000165,rep,26/10/1807,03/03/1809,Lemuel,Alston
A000165,rep,22/05/1809,03/03/1811,Lemuel,Alston
A000197,sen,15/05/1797,03/03/1799,Joseph,Anderson
A000197,sen,02/12/1799,03/03/1803,Joseph,Anderson
A000197,sen,17/10/1803,03/03/1809,Joseph,Anderson
A000197,sen,22/05/1809,03/03/1815,Joseph,Anderson
B000530,rep,22/05/1809,03/03/1811,Daniel,Blaisdell
B000802,rep,07/12/1795,03/03/1797,Richard,Brent
B000802,rep,15/05/1797,03/03/1799,Richard,Brent
B000802,rep,07/12/1801,03/03/1803,Richard,Brent
B000802,sen,22/05/1809,03/03/1815,Richard,Brent
B000928,rep,22/05/1809,03/03/1811,John,Brown
C000045,rep,26/10/1807,03/03/1809,Joseph,Calhoun
C000045,rep,22/05/1809,03/03/1811,Joseph,Calhoun
C000076,sen,22/05/1809,03/03/1813,Alexander,Campbell
C000091,rep,07/12/1801,03/03/1803,John,Campbell
C000091,rep,17/10/1803,03/03/1805,John,Campbell
C000091,rep,02/12/1805,03/03/1807,John,Campbell
C000091,rep,26/10/1807,03/03/1809,John,Campbell
C000091,rep,22/05/1809,03/03/1811,John,Campbell
C000279,rep,22/05/1809,03/03/1811,John,Chamberlain
C000280,rep,17/10/1803,03/03/1805,William,Chamberlain
C000280,rep,22/05/1809,03/03/1811,William,Chamberlain
C000289,rep,15/05/1797,03/03/1799,Christopher,Champlin
C000289,rep,02/12/1799,03/03/1801,Christopher,Champlin
C000289,sen,22/05/1809,31/12/1811,Christopher,Champlin
C000723,rep,02/12/1805,03/03/1807,Orchard,Cook
C000723,rep,26/10/1807,03/03/1809,Orchard,Cook
C000723,rep,22/05/1809,03/03/1811,Orchard,Cook
C000834,rep,22/05/1809,03/03/1811,James,Cox
C000910,rep,22/05/1809,03/03/1811,Henry,Crist
D000240,rep,22/05/1809,03/03/1811,William,Denning
G000049,rep,26/10/1807,03/03/1809,Barent,Gardenier
G000049,rep,22/05/1809,03/03/1811,Barent,Gardenier
G000054,rep,22/05/1809,03/03/1811,Gideon,Gardner
G000066,rep,22/05/1809,03/03/1811,David,Garland
G000136,sen,22/05/1809,03/03/1815,Obadiah,German
G000489,sen,22/05/1809,31/12/1809,Stanley,Griswold
H000354,rep,22/05/1809,03/03/1811,Nathaniel,Haven
H000464,rep,07/12/1801,03/03/1803,William,Helms
H000464,rep,17/10/1803,03/03/1805,William,Helms
H000464,rep,02/12/1805,03/03/1807,William,Helms
H000464,rep,26/10/1807,03/03/1809,William,Helms
H000464,rep,22/05/1809,03/03/1811,William,Helms
H000571,rep,22/05/1809,03/03/1811,Daniel,Hiester
H000618,rep,24/10/1791,03/03/1793,James,Hillhouse
H000618,rep,02/12/1793,03/03/1795,James,Hillhouse
H000618,rep,07/12/1795,18/05/1796,James,Hillhouse
H000618,sen,18/05/1796,03/03/1797,James,Hillhouse
H000618,sen,04/03/1797,03/03/1803,James,Hillhouse
H000618,sen,04/03/1803,03/03/1809,James,Hillhouse
H000618,sen,22/05/1809,10/06/1810,James,Hillhouse
H000718,rep,07/12/1795,03/03/1797,James,Holland
H000718,rep,07/12/1801,03/03/1803,James,Holland
H000718,rep,17/10/1803,03/03/1805,James,Holland
H000718,rep,02/12/1805,03/03/1807,James,Holland
H000718,rep,26/10/1807,03/03/1809,James,Holland
H000718,rep,22/05/1809,03/03/1811,James,Holland
H000834,rep,26/10/1807,03/03/1809,Benjamin,Howard
H000834,rep,22/05/1809,03/03/1811,Benjamin,Howard
H000886,rep,22/05/1809,03/03/1811,Jonathan,Hubbard
J000087,rep,26/10/1807,03/03/1809,Robert,Jenkins
J000087,rep,22/05/1809,03/03/1811,Robert,Jenkins
J000254,rep,15/05/1797,03/03/1799,Walter,Jones
J000254,rep,17/10/1803,03/03/1805,Walter,Jones
J000254,rep,02/12/1805,03/03/1807,Walter,Jones
J000254,rep,26/10/1807,03/03/1809,Walter,Jones
J000254,rep,22/05/1809,03/03/1811,Walter,Jones
K000089,rep,02/12/1805,03/03/1807,Thomas,Kenan
K000089,rep,26/10/1807,03/03/1809,Thomas,Kenan
K000089,rep,22/05/1809,03/03/1811,Thomas,Kenan
K000282,rep,22/05/1809,03/03/1811,Herman,Knickerbocker
L000036,rep,02/12/1805,03/03/1807,John,Lambert
L000036,rep,26/10/1807,03/03/1809,John,Lambert
L000036,sen,22/05/1809,03/03/1815,John,Lambert
L000229,rep,02/12/1799,03/03/1801,Michael,Leib
L000229,rep,07/12/1801,03/03/1803,Michael,Leib
L000229,rep,17/10/1803,03/03/1805,Michael,Leib
L000229,rep,02/12/1805,03/03/1807,Michael,Leib
L000229,sen,22/05/1809,03/03/1815,Michael,Leib
L000363,rep,26/10/1807,03/03/1809,Edward,Livermore
L000363,rep,22/05/1809,03/03/1811,Edward,Livermore
L000456,rep,26/10/1807,03/03/1809,John,Love
L000456,rep,22/05/1809,03/03/1811,John,Love
L000545,rep,15/05/1797,03/03/1799,Matthew,Lyon
L000545,rep,02/12/1799,03/03/1801,Matthew,Lyon
L000545,rep,17/10/1803,03/03/1805,Matthew,Lyon
L000545,rep,02/12/1805,03/03/1807,Matthew,Lyon
L000545,rep,26/10/1807,03/03/1809,Matthew,Lyon
L000545,rep,22/05/1809,03/03/1811,Matthew,Lyon
M000076,rep,02/12/1793,03/03/1795,Francis,Malbone
M000076,rep,07/12/1795,03/03/1797,Francis,Malbone
M000076,sen,22/05/1809,31/12/1809,Francis,Malbone
M000130,rep,02/12/1805,03/03/1807,Robert,Marion
M000130,rep,26/10/1807,03/03/1809,Robert,Marion
M000130,rep,22/05/1809,03/03/1811,Robert,Marion
M000239,rep,22/05/1809,03/03/1811,Vincent,Mathews
M000520,rep,22/05/1809,03/03/1811,William,McKinley
M000750,rep,22/05/1809,03/03/1811,Pleasant,Miller
M001076,rep,02/12/1805,03/03/1807,Gurdon,Mumford
M001076,rep,26/10/1807,03/03/1809,Gurdon,Mumford
M001076,rep,22/05/1809,03/03/1811,Gurdon,Mumford
N000041,rep,17/10/1803,03/03/1805,Roger,Nelson
N000041,rep,02/12/1805,03/03/1807,Roger,Nelson
N000041,rep,26/10/1807,03/03/1809,Roger,Nelson
N000041,rep,22/05/1809,03/03/1811,Roger,Nelson
N000086,sen,02/12/1799,03/03/1805,Wilson,Nicholas
N000086,rep,26/10/1807,03/03/1809,Wilson,Nicholas
N000086,rep,22/05/1809,03/03/1811,Wilson,Nicholas
N000098,rep,22/05/1809,03/03/1811,John,Nicholson
P000330,rep,22/05/1809,03/03/1811,Benjamin,Pickman
P000443,rep,02/12/1805,03/03/1807,John,Porter
P000443,rep,26/10/1807,03/03/1809,John,Porter
P000443,rep,22/05/1809,03/03/1811,John,Porter
P000493,rep,22/05/1809,03/03/1811,Julien,Poydras
R000218,rep,26/10/1807,03/03/1809,Matthias,Richards
R000218,rep,22/05/1809,03/03/1811,Matthias,Richards
R000346,sen,26/10/1807,03/03/1809,Jonathan,Robinson
R000346,sen,22/05/1809,03/03/1815,Jonathan,Robinson
S000098,rep,26/10/1807,03/03/1809,Benjamin,Say
S000098,rep,22/05/1809,03/03/1811,Benjamin,Say
S000200,rep,22/05/1809,03/03/1811,John,Scudder
S000507,rep,01/09/1806,03/03/1807,Dennis,Smelt
S000507,rep,26/10/1807,03/03/1809,Dennis,Smelt
S000507,rep,22/05/1809,03/03/1811,Dennis,Smelt
S000610,rep,02/12/1805,03/03/1807,Samuel,Smith
S000610,rep,26/10/1807,03/03/1809,Samuel,Smith
S000610,rep,22/05/1809,03/03/1811,Samuel,Smith
S000800,rep,07/12/1801,03/03/1803,John,Stanly
S000800,rep,22/05/1809,03/03/1811,John,Stanly
S000828,rep,17/10/1803,03/03/1805,William,Stedman
S000828,rep,02/12/1805,03/03/1807,William,Stedman
S000828,rep,26/10/1807,03/03/1809,William,Stedman
S000828,rep,22/05/1809,03/03/1811,William,Stedman
S001125,rep,22/05/1809,03/03/1811,Jacob,Swoope
T000206,rep,02/12/1799,03/03/1801,John,Thompson
T000206,rep,26/10/1807,03/03/1809,John,Thompson
T000206,rep,22/05/1809,03/03/1811,John,Thompson
U000023,rep,26/10/1807,03/03/1809,Jabez,Upham
U000023,rep,22/05/1809,03/03/1811,Jabez,Upham
V000043,rep,26/10/1807,03/03/1809,Archibald,Van Horne
V000043,rep,22/05/1809,03/03/1811,Archibald,Van Horne
V000054,rep,07/12/1801,03/03/1803,Killian,Van Rensselaer
V000054,rep,17/10/1803,03/03/1805,Killian,Van Rensselaer
V000054,rep,02/12/1805,03/03/1807,Killian,Van Rensselaer
V000054,rep,26/10/1807,03/03/1809,Killian,Van Rensselaer
V000054,rep,22/05/1809,03/03/1811,Killian,Van Rensselaer
W000220,rep,22/05/1809,03/03/1811,Robert,Weakley
W000411,sen,22/05/1809,03/03/1811,Jenkin,Whiteside
W000592,rep,22/05/1809,03/03/1811,James,Wilson
W000661,rep,22/05/1809,03/03/1811,Robert,Witherspoon
C001031,sen,01/01/1810,03/03/1813,Charles,Cutts
T000085,rep,26/10/1807,03/03/1809,John,Taylor
T000085,rep,22/05/1809,30/12/1810,John,Taylor
T000085,sen,31/12/1810,03/03/1811,John,Taylor
T000085,sen,04/03/1811,15/11/1816,John,Taylor
W000750,sen,17/10/1803,03/03/1807,Thomas,Worthington
W000750,sen,01/01/1810,03/03/1815,Thomas,Worthington
B000015,rep,26/10/1807,03/03/1809,Ezekiel,Bacon
B000015,rep,22/05/1809,03/03/1811,Ezekiel,Bacon
B000015,rep,04/11/1811,03/03/1813,Ezekiel,Bacon
B000067,rep,04/11/1811,03/03/1813,John,Baker
B000207,rep,04/11/1811,03/03/1813,Josiah,Bartlett
B000249,rep,15/05/1797,03/03/1799,James,Bayard
B000249,rep,02/12/1799,03/03/1801,James,Bayard
B000249,rep,07/12/1801,03/03/1803,James,Bayard
B000249,sen,13/11/1804,03/03/1805,James,Bayard
B000249,sen,04/03/1805,03/03/1811,James,Bayard
B000249,sen,04/11/1811,03/03/1813,James,Bayard
B000511,rep,17/10/1803,03/03/1805,William,Blackledge
B000511,rep,02/12/1805,03/03/1807,William,Blackledge
B000511,rep,26/10/1807,03/03/1809,William,Blackledge
B000511,rep,04/11/1811,03/03/1813,William,Blackledge
B000555,rep,04/11/1811,03/03/1813,Harmanus,Bleecker
B000569,rep,02/12/1793,03/03/1795,Thomas,Blount
B000569,rep,07/12/1795,03/03/1797,Thomas,Blount
B000569,rep,15/05/1797,03/03/1799,Thomas,Blount
B000569,rep,02/12/1805,03/03/1807,Thomas,Blount
B000569,rep,26/10/1807,03/03/1809,Thomas,Blount
B000569,rep,04/11/1811,03/03/1813,Thomas,Blount
B000714,rep,17/10/1803,03/03/1805,Adam,Boyd
B000714,rep,26/10/1807,03/03/1809,Adam,Boyd
B000714,rep,22/05/1809,03/03/1811,Adam,Boyd
B000714,rep,04/11/1811,03/03/1813,Adam,Boyd
B001194,rep,07/12/1801,03/03/1803,William,Butler
B001194,rep,17/10/1803,03/03/1805,William,Butler
B001194,rep,02/12/1805,03/03/1807,William,Butler
B001194,rep,26/10/1807,03/03/1809,William,Butler
B001194,rep,22/05/1809,03/03/1811,William,Butler
B001194,rep,04/11/1811,03/03/1813,William,Butler
C000175,rep,04/11/1811,03/03/1813,Francis,Carr
C000372,rep,17/10/1803,03/03/1805,Martin,Chittenden
C000372,rep,02/12/1805,03/03/1807,Martin,Chittenden
C000372,rep,26/10/1807,03/03/1809,Martin,Chittenden
C000372,rep,22/05/1809,03/03/1811,Martin,Chittenden
C000372,rep,04/11/1811,03/03/1813,Martin,Chittenden
C000547,rep,26/10/1807,03/03/1809,Howell,Cobb
C000547,rep,22/05/1809,03/03/1811,Howell,Cobb
C000547,rep,04/11/1811,03/03/1813,Howell,Cobb
C000564,rep,22/05/1809,03/03/1811,James,Cochran
C000564,rep,04/11/1811,03/03/1813,James,Cochran
C000734,rep,04/11/1811,03/03/1813,Thomas,Cooke
C000895,sen,26/10/1807,03/03/1811,William,Crawford
C000895,sen,04/11/1811,31/12/1813,William,Crawford
C001033,rep,07/12/1801,03/03/1803,Richard,Cutts
C001033,rep,17/10/1803,03/03/1805,Richard,Cutts
C001033,rep,02/12/1805,03/03/1807,Richard,Cutts
C001033,rep,26/10/1807,03/03/1809,Richard,Cutts
C001033,rep,22/05/1809,03/03/1811,Richard,Cutts
C001033,rep,04/11/1811,03/03/1813,Richard,Cutts
D000357,rep,04/11/1811,03/03/1813,Samuel,Dinsmoor
E000176,rep,22/05/1809,03/03/1811,James,Emott
E000176,rep,04/11/1811,03/03/1813,James,Emott
F000156,rep,04/11/1811,03/03/1813,Asa,Fitch
G000039,rep,22/05/1809,03/03/1811,Barzillai,Gannett
G000039,rep,04/11/1811,03/03/1813,Barzillai,Gannett
G000183,rep,07/12/1790,03/03/1791,William,Giles
G000183,rep,24/10/1791,03/03/1793,William,Giles
G000183,rep,02/12/1793,03/03/1795,William,Giles
G000183,rep,07/12/1795,03/03/1797,William,Giles
G000183,rep,15/05/1797,02/10/1798,William,Giles
G000183,rep,07/12/1801,03/03/1803,William,Giles
G000183,sen,05/11/1804,04/12/1804,William,Giles
G000183,sen,04/12/1804,03/03/1805,William,Giles
G000183,sen,04/03/1805,03/03/1811,William,Giles
G000183,sen,04/11/1811,03/03/1815,William,Giles
G000215,rep,04/03/1789,03/03/1791,Nicholas,Gilman
G000215,rep,24/10/1791,03/03/1793,Nicholas,Gilman
G000215,rep,02/12/1793,03/03/1795,Nicholas,Gilman
G000215,rep,07/12/1795,03/03/1797,Nicholas,Gilman
G000215,sen,02/12/1805,03/03/1811,Nicholas,Gilman
G000215,sen,04/11/1811,03/03/1815,Nicholas,Gilman
G000394,rep,02/12/1799,03/03/1801,Edwin,Gray
G000394,rep,07/12/1801,03/03/1803,Edwin,Gray
G000394,rep,17/10/1803,03/03/1805,Edwin,Gray
G000394,rep,02/12/1805,03/03/1807,Edwin,Gray
G000394,rep,26/10/1807,03/03/1809,Edwin,Gray
G000394,rep,22/05/1809,03/03/1811,Edwin,Gray
G000394,rep,04/11/1811,03/03/1813,Edwin,Gray
G000413,rep,02/12/1805,03/03/1807,Isaiah,Green
G000413,rep,26/10/1807,03/03/1809,Isaiah,Green
G000413,rep,04/11/1811,03/03/1813,Isaiah,Green
H000064,rep,04/11/1811,03/03/1813,Obed,Hall
H000223,rep,04/11/1811,03/03/1813,John,Harper
H000865,sen,04/11/1811,03/03/1817,Jeremiah,Howell
K000159,rep,26/10/1807,03/03/1809,Philip,Key
K000159,rep,22/05/1809,03/03/1811,Philip,Key
K000159,rep,04/11/1811,03/03/1813,Philip,Key
L000212,rep,04/11/1811,03/03/1813,Joseph,Lefever
L000370,rep,22/05/1809,03/03/1811,Robert,Livingston
L000370,rep,04/11/1811,03/03/1813,Robert,Livingston
M000267,rep,04/11/1811,03/03/1813,George,Maxwell
M000302,rep,22/05/1809,03/03/1811,Archibald,McBryde
M000302,rep,04/11/1811,03/03/1813,Archibald,McBryde
M000668,rep,04/11/1811,03/03/1813,Arunah,Metcalf
M000785,rep,04/11/1811,03/03/1813,James,Milnor
M000831,rep,07/12/1801,03/03/1803,Samuel,Mitchill
M000831,rep,17/10/1803,22/11/1804,Samuel,Mitchill
M000831,sen,23/11/1804,03/03/1809,Samuel,Mitchill
M000831,rep,04/12/1810,03/03/1811,Samuel,Mitchill
M000831,rep,04/11/1811,03/03/1813,Samuel,Mitchill
M000867,rep,26/10/1807,03/03/1809,John,Montgomery
M000867,rep,22/05/1809,03/03/1811,John,Montgomery
M000867,rep,04/11/1811,03/03/1813,John,Montgomery
M000951,rep,04/11/1811,03/03/1813,James,Morgan
N000064,rep,26/10/1807,03/03/1809,Thomas,Newbold
N000064,rep,22/05/1809,03/03/1811,Thomas,Newbold
N000064,rep,04/11/1811,03/03/1813,Thomas,Newbold
P000146,rep,04/11/1811,03/03/1813,William,Paulding
P000425,rep,04/11/1811,03/03/1813,Benjamin,Pond
Q000015,rep,02/12/1805,03/03/1807,Josiah,Quincy
Q000015,rep,26/10/1807,03/03/1809,Josiah,Quincy
Q000015,rep,22/05/1809,03/03/1811,Josiah,Quincy
Q000015,rep,04/11/1811,03/03/1813,Josiah,Quincy
R000375,rep,04/11/1811,03/03/1813,William,Rodman
S000023,rep,17/10/1803,03/03/1805,Thomas,Sammons
S000023,rep,02/12/1805,03/03/1807,Thomas,Sammons
S000023,rep,22/05/1809,03/03/1811,Thomas,Sammons
S000023,rep,04/11/1811,03/03/1813,Thomas,Sammons
S000215,rep,17/10/1803,03/03/1805,Ebenezer,Seaver
S000215,rep,02/12/1805,03/03/1807,Ebenezer,Seaver
S000215,rep,26/10/1807,03/03/1809,Ebenezer,Seaver
S000215,rep,22/05/1809,03/03/1811,Ebenezer,Seaver
S000215,rep,04/11/1811,03/03/1813,Ebenezer,Seaver
S000310,rep,26/10/1807,03/03/1809,Samuel,Shaw
S000310,rep,22/05/1809,03/03/1811,Samuel,Shaw
S000310,rep,04/11/1811,03/03/1813,Samuel,Shaw
S000508,rep,02/12/1793,03/03/1795,John,Smilie
S000508,rep,02/12/1799,03/03/1801,John,Smilie
S000508,rep,07/12/1801,03/03/1803,John,Smilie
S000508,rep,17/10/1803,03/03/1805,John,Smilie
S000508,rep,02/12/1805,03/03/1807,John,Smilie
S000508,rep,26/10/1807,03/03/1809,John,Smilie
S000508,rep,22/05/1809,03/03/1811,John,Smilie
S000508,rep,04/11/1811,03/03/1813,John,Smilie
S000537,rep,22/05/1809,03/03/1811,George,Smith
S000537,rep,04/11/1811,03/03/1813,George,Smith
S000984,rep,04/11/1811,03/03/1813,Silas,Stow
S001052,rep,04/11/1811,03/03/1813,George,Sullivan
T000033,rep,04/11/1811,03/03/1813,Peleg,Tallman
T000347,rep,02/12/1805,03/03/1807,Uri,Tracy
T000347,rep,22/05/1809,03/03/1811,Uri,Tracy
T000347,rep,04/11/1811,03/03/1813,Uri,Tracy
T000416,rep,22/05/1809,03/03/1811,Charles,Turner
T000416,rep,04/11/1811,03/03/1813,Charles,Turner
T000423,sen,02/12/1805,03/03/1811,James,Turner
T000423,sen,04/11/1811,03/03/1817,James,Turner
V000023,rep,04/11/1811,03/03/1813,Pierre,Van Cortlandt
V000074,rep,07/12/1795,03/03/1797,Joseph,Varnum
V000074,rep,15/05/1797,03/03/1799,Joseph,Varnum
V000074,rep,02/12/1799,03/03/1801,Joseph,Varnum
V000074,rep,07/12/1801,03/03/1803,Joseph,Varnum
V000074,rep,17/10/1803,03/03/1805,Joseph,Varnum
V000074,rep,02/12/1805,03/03/1807,Joseph,Varnum
V000074,rep,26/10/1807,03/03/1809,Joseph,Varnum
V000074,rep,22/05/1809,03/03/1811,Joseph,Varnum
V000074,sen,04/11/1811,03/03/1817,Joseph,Varnum
W000385,rep,04/11/1811,03/03/1813,Leonard,White
W000444,rep,04/11/1811,03/03/1813,William,Widgery
W000495,rep,02/12/1805,03/03/1807,David,Williams
W000495,rep,26/10/1807,03/03/1809,David,Williams
W000495,rep,04/11/1811,03/03/1813,David,Williams
W000615,rep,04/11/1811,03/03/1813,Thomas,Wilson
W000637,rep,02/12/1793,03/03/1795,Richard,Winn
W000637,rep,07/12/1795,03/03/1797,Richard,Winn
W000637,rep,07/12/1801,03/03/1803,Richard,Winn
W000637,rep,17/10/1803,03/03/1805,Richard,Winn
W000637,rep,02/12/1805,03/03/1807,Richard,Winn
W000637,rep,26/10/1807,03/03/1809,Richard,Winn
W000637,rep,22/05/1809,03/03/1811,Richard,Winn
W000637,rep,04/11/1811,03/03/1813,Richard,Winn
D000273,sen,01/01/1812,03/03/1813,Jean,Destrï¿½ï¿
M000056,sen,01/01/1812,03/03/1813,Allan,Magruder
P000450,sen,01/01/1812,31/12/1813,Thomas,Posey
B000161,rep,04/11/1811,03/03/1813,William,Barnett
B000161,rep,24/05/1813,03/03/1815,William,Barnett
B000260,rep,24/05/1813,03/03/1815,Thomas,Bayly
B000273,rep,24/05/1813,03/03/1815,Reasin,Beall
B000388,rep,04/03/1789,03/03/1791,Egbert,Benson
B000388,rep,24/10/1791,03/03/1793,Egbert,Benson
B000388,rep,24/05/1813,03/03/1815,Egbert,Benson
B000434,rep,26/01/1807,03/03/1807,William,Bibb
B000434,rep,26/10/1807,03/03/1809,William,Bibb
B000434,rep,22/05/1809,03/03/1811,William,Bibb
B000434,rep,04/11/1811,03/03/1813,William,Bibb
B000434,rep,24/05/1813,06/11/1813,William,Bibb
B000434,sen,06/11/1813,09/11/1816,William,Bibb
B000453,rep,22/05/1809,03/03/1811,Abijah,Bigelow
B000453,rep,04/11/1811,03/03/1813,Abijah,Bigelow
B000453,rep,24/05/1813,03/03/1815,Abijah,Bigelow
B000467,rep,24/05/1813,03/03/1815,Thomas,Bines
B000554,sen,24/05/1813,03/03/1815,Jesse,Bledsoe
B000612,rep,04/11/1811,03/03/1813,Shadrack,Bond
B000612,rep,24/05/1813,03/03/1815,Shadrack,Bond
B000684,rep,24/05/1813,03/03/1815,John,Bowen
B000691,rep,24/05/1813,03/03/1815,John,Bowers
B000715,rep,24/05/1813,03/03/1815,Alexander,Boyd
B000942,rep,15/05/1797,03/03/1799,Robert,Brown
B000942,rep,02/12/1799,03/03/1801,Robert,Brown
B000942,rep,07/12/1801,03/03/1803,Robert,Brown
B000942,rep,17/10/1803,03/03/1805,Robert,Brown
B000942,rep,02/12/1805,03/03/1807,Robert,Brown
B000942,rep,26/10/1807,03/03/1809,Robert,Brown
B000942,rep,22/05/1809,03/03/1811,Robert,Brown
B000942,rep,04/11/1811,03/03/1813,Robert,Brown
B000942,rep,24/05/1813,03/03/1815,Robert,Brown
B001051,sen,24/05/1813,31/12/1813,William,Bulloch
B001176,rep,24/05/1813,03/03/1815,Ezra,Butler
C000131,rep,24/05/1813,03/03/1815,Hugh,Caperton
C000350,rep,22/05/1809,03/03/1811,Langdon,Cheves
C000350,rep,04/11/1811,03/03/1813,Langdon,Cheves
C000350,rep,24/05/1813,03/03/1815,Langdon,Cheves
C000667,rep,24/05/1813,03/03/1815,John,Conard
C000843,rep,24/05/1813,03/03/1815,William,Coxe
C000934,rep,24/05/1813,03/03/1815,Edward,Crouch
D000002,sen,24/05/1813,03/03/1819,David,Daggett
D000023,rep,24/05/1813,03/03/1815,Samuel,Dana
D000133,rep,04/11/1811,03/03/1813,Roger,Davis
D000133,rep,24/05/1813,03/03/1815,Roger,Davis
D000134,rep,24/05/1813,03/03/1815,Samuel,Davis
D000151,rep,15/05/1797,03/03/1799,John,Dawson
D000151,rep,02/12/1799,03/03/1801,John,Dawson
D000151,rep,07/12/1801,03/03/1803,John,Dawson
D000151,rep,17/10/1803,03/03/1805,John,Dawson
D000151,rep,02/12/1805,03/03/1807,John,Dawson
D000151,rep,26/10/1807,03/03/1809,John,Dawson
D000151,rep,22/05/1809,03/03/1811,John,Dawson
D000151,rep,04/11/1811,03/03/1813,John,Dawson
D000151,rep,24/05/1813,03/03/1815,John,Dawson
D000252,rep,24/05/1813,03/03/1815,Peter,Denoyelles
D000293,rep,24/05/1813,03/03/1815,Daniel,Dewey
D000577,rep,24/05/1813,03/03/1815,William,Duval
E000168,rep,02/12/1805,03/03/1807,William,Ely
E000168,rep,26/10/1807,03/03/1809,William,Ely
E000168,rep,22/05/1809,03/03/1811,William,Ely
E000168,rep,04/11/1811,03/03/1813,William,Ely
E000168,rep,24/05/1813,03/03/1815,William,Ely
E000238,rep,24/05/1813,03/03/1815,David,Evans
F000036,rep,24/05/1813,03/03/1815,Samuel,Farrow
F000279,rep,24/05/1813,03/03/1815,Peter,Forney
F000346,rep,26/10/1807,03/03/1809,Meshack,Franklin
F000346,rep,22/05/1809,03/03/1811,Meshack,Franklin
F000346,rep,04/11/1811,03/03/1813,Meshack,Franklin
F000346,rep,24/05/1813,03/03/1815,Meshack,Franklin
F000389,sen,24/05/1813,03/03/1819,Eligius,Fromentin
G000116,rep,24/05/1813,03/03/1815,James,Geddes
G000241,rep,24/05/1813,03/03/1815,John,Gloninger
G000345,rep,24/05/1813,03/03/1815,Theodore,Gourdin
H000254,rep,24/05/1813,03/03/1815,Thomas,Harris
H000313,rep,24/05/1813,03/03/1815,Abraham,Hasbrouck
H000372,rep,24/05/1813,03/03/1815,Joseph,Hawkins
H000472,rep,04/11/1811,03/03/1813,Edward,Hempstead
H000472,rep,24/05/1813,03/03/1815,Edward,Hempstead
H000487,rep,24/05/1813,03/03/1815,Samuel,Henderson
H000778,rep,24/05/1813,03/03/1815,Samuel,Hopkins
H000780,rep,24/05/1813,03/03/1815,Samuel,Hopkins
H000867,rep,24/05/1813,03/03/1815,Nathaniel,Howell
H000887,rep,24/05/1813,03/03/1815,Levi,Hubbard
H000914,rep,22/05/1809,03/03/1811,Jacob,Hufty
H000914,rep,04/11/1811,03/03/1813,Jacob,Hufty
H000914,rep,24/05/1813,20/05/1814,Jacob,Hufty
H000962,rep,24/05/1813,03/03/1815,Parry,Humphreys
H001026,rep,04/11/1811,03/03/1813,John,Hyneman
H001026,rep,24/05/1813,03/03/1815,John,Hyneman
J000025,rep,26/10/1807,03/03/1809,Richard,Jackson
J000025,rep,22/05/1809,03/03/1811,Richard,Jackson
J000025,rep,04/11/1811,03/03/1813,Richard,Jackson
J000025,rep,24/05/1813,03/03/1815,Richard,Jackson
K000116,rep,17/10/1803,03/03/1805,William,Kennedy
K000116,rep,22/05/1809,03/03/1811,William,Kennedy
K000116,rep,24/05/1813,03/03/1815,William,Kennedy
K000149,rep,24/05/1813,03/03/1815,John,Kershaw
L000011,rep,04/11/1811,03/03/1813,Abner,Lacock
L000011,sen,24/05/1813,03/03/1819,Abner,Lacock
L000213,rep,24/05/1813,03/03/1815,John,Lefferts
M000132,rep,24/05/1813,03/03/1815,Jacob,Markell
M000217,sen,24/05/1813,31/12/1817,Jeremiah,Mason
M000515,rep,22/05/1809,03/03/1811,Alexander,McKim
M000515,rep,04/11/1811,03/03/1813,Alexander,McKim
M000515,rep,24/05/1813,03/03/1815,Alexander,McKim
M000747,rep,24/05/1813,03/03/1815,Morris,Miller
P000168,rep,22/05/1809,03/03/1811,Joseph,Pearson
P000168,rep,04/11/1811,03/03/1813,Joseph,Pearson
P000168,rep,24/05/1813,03/03/1815,Joseph,Pearson
P000455,rep,24/05/1813,03/03/1815,Jotham,Post
P000463,rep,07/12/1795,03/03/1797,Elisha,Potter
P000463,rep,15/05/1797,03/03/1799,Elisha,Potter
P000463,rep,22/05/1809,03/03/1811,Elisha,Potter
P000463,rep,04/11/1811,03/03/1813,Elisha,Potter
P000463,rep,24/05/1813,03/03/1815,Elisha,Potter
R000089,rep,17/10/1803,03/03/1805,John,Rea
R000089,rep,02/12/1805,03/03/1807,John,Rea
R000089,rep,26/10/1807,03/03/1809,John,Rea
R000089,rep,22/05/1809,03/03/1811,John,Rea
R000089,rep,24/05/1813,03/03/1815,John,Rea
R000130,rep,04/11/1811,03/03/1813,William,Reed
R000130,rep,24/05/1813,03/03/1815,William,Reed
R000231,rep,04/11/1811,03/03/1813,William,Richardson
R000231,rep,24/05/1813,03/03/1815,William,Richardson
S000150,rep,04/03/1789,03/03/1791,James,Schureman
S000150,rep,15/05/1797,03/03/1799,James,Schureman
S000150,sen,02/12/1799,31/12/1801,James,Schureman
S000150,rep,24/05/1813,03/03/1815,James,Schureman
S000356,rep,24/05/1813,03/03/1815,Samuel,Sherwood
